..\dataset\tracks\0.wav,..\dataset\masks\0.npy
..\dataset\tracks\3008.wav,..\dataset\masks\3008.npy
..\dataset\tracks\3009.wav,..\dataset\masks\3009.npy
..\dataset\tracks\301.wav,..\dataset\masks\301.npy
..\dataset\tracks\3010.wav,..\dataset\masks\3010.npy
..\dataset\tracks\3011.wav,..\dataset\masks\3011.npy
..\dataset\tracks\3012.wav,..\dataset\masks\3012.npy
..\dataset\tracks\3013.wav,..\dataset\masks\3013.npy
..\dataset\tracks\3014.wav,..\dataset\masks\3014.npy
..\dataset\tracks\3015.wav,..\dataset\masks\3015.npy
..\dataset\tracks\3016.wav,..\dataset\masks\3016.npy
..\dataset\tracks\3017.wav,..\dataset\masks\3017.npy
..\dataset\tracks\3018.wav,..\dataset\masks\3018.npy
..\dataset\tracks\3019.wav,..\dataset\masks\3019.npy
..\dataset\tracks\302.wav,..\dataset\masks\302.npy
..\dataset\tracks\3020.wav,..\dataset\masks\3020.npy
..\dataset\tracks\3021.wav,..\dataset\masks\3021.npy
..\dataset\tracks\3022.wav,..\dataset\masks\3022.npy
..\dataset\tracks\3023.wav,..\dataset\masks\3023.npy
..\dataset\tracks\3024.wav,..\dataset\masks\3024.npy
..\dataset\tracks\3025.wav,..\dataset\masks\3025.npy
..\dataset\tracks\3026.wav,..\dataset\masks\3026.npy
..\dataset\tracks\3027.wav,..\dataset\masks\3027.npy
..\dataset\tracks\3028.wav,..\dataset\masks\3028.npy
..\dataset\tracks\3029.wav,..\dataset\masks\3029.npy
..\dataset\tracks\303.wav,..\dataset\masks\303.npy
..\dataset\tracks\3030.wav,..\dataset\masks\3030.npy
..\dataset\tracks\3031.wav,..\dataset\masks\3031.npy
..\dataset\tracks\3032.wav,..\dataset\masks\3032.npy
..\dataset\tracks\3033.wav,..\dataset\masks\3033.npy
..\dataset\tracks\3034.wav,..\dataset\masks\3034.npy
..\dataset\tracks\3035.wav,..\dataset\masks\3035.npy
..\dataset\tracks\3036.wav,..\dataset\masks\3036.npy
..\dataset\tracks\3037.wav,..\dataset\masks\3037.npy
..\dataset\tracks\3038.wav,..\dataset\masks\3038.npy
..\dataset\tracks\3039.wav,..\dataset\masks\3039.npy
..\dataset\tracks\304.wav,..\dataset\masks\304.npy
..\dataset\tracks\3040.wav,..\dataset\masks\3040.npy
..\dataset\tracks\3041.wav,..\dataset\masks\3041.npy
..\dataset\tracks\3042.wav,..\dataset\masks\3042.npy
..\dataset\tracks\3043.wav,..\dataset\masks\3043.npy
..\dataset\tracks\3044.wav,..\dataset\masks\3044.npy
..\dataset\tracks\3045.wav,..\dataset\masks\3045.npy
..\dataset\tracks\3046.wav,..\dataset\masks\3046.npy
..\dataset\tracks\3047.wav,..\dataset\masks\3047.npy
..\dataset\tracks\3048.wav,..\dataset\masks\3048.npy
..\dataset\tracks\3049.wav,..\dataset\masks\3049.npy
..\dataset\tracks\305.wav,..\dataset\masks\305.npy
..\dataset\tracks\3050.wav,..\dataset\masks\3050.npy
..\dataset\tracks\3051.wav,..\dataset\masks\3051.npy
..\dataset\tracks\3052.wav,..\dataset\masks\3052.npy
..\dataset\tracks\3053.wav,..\dataset\masks\3053.npy
..\dataset\tracks\3054.wav,..\dataset\masks\3054.npy
..\dataset\tracks\3055.wav,..\dataset\masks\3055.npy
..\dataset\tracks\3056.wav,..\dataset\masks\3056.npy
..\dataset\tracks\3057.wav,..\dataset\masks\3057.npy
..\dataset\tracks\3058.wav,..\dataset\masks\3058.npy
..\dataset\tracks\3059.wav,..\dataset\masks\3059.npy
..\dataset\tracks\306.wav,..\dataset\masks\306.npy
..\dataset\tracks\3060.wav,..\dataset\masks\3060.npy
..\dataset\tracks\3061.wav,..\dataset\masks\3061.npy
..\dataset\tracks\3062.wav,..\dataset\masks\3062.npy
..\dataset\tracks\3063.wav,..\dataset\masks\3063.npy
..\dataset\tracks\3064.wav,..\dataset\masks\3064.npy
..\dataset\tracks\3065.wav,..\dataset\masks\3065.npy
..\dataset\tracks\3066.wav,..\dataset\masks\3066.npy
..\dataset\tracks\3067.wav,..\dataset\masks\3067.npy
..\dataset\tracks\3068.wav,..\dataset\masks\3068.npy
..\dataset\tracks\3069.wav,..\dataset\masks\3069.npy
..\dataset\tracks\307.wav,..\dataset\masks\307.npy
..\dataset\tracks\3070.wav,..\dataset\masks\3070.npy
..\dataset\tracks\3071.wav,..\dataset\masks\3071.npy
..\dataset\tracks\3072.wav,..\dataset\masks\3072.npy
..\dataset\tracks\3073.wav,..\dataset\masks\3073.npy
..\dataset\tracks\3074.wav,..\dataset\masks\3074.npy
..\dataset\tracks\3075.wav,..\dataset\masks\3075.npy
..\dataset\tracks\3076.wav,..\dataset\masks\3076.npy
..\dataset\tracks\3077.wav,..\dataset\masks\3077.npy
..\dataset\tracks\3078.wav,..\dataset\masks\3078.npy
..\dataset\tracks\3079.wav,..\dataset\masks\3079.npy
..\dataset\tracks\308.wav,..\dataset\masks\308.npy
..\dataset\tracks\3080.wav,..\dataset\masks\3080.npy
..\dataset\tracks\3081.wav,..\dataset\masks\3081.npy
..\dataset\tracks\3082.wav,..\dataset\masks\3082.npy
..\dataset\tracks\3083.wav,..\dataset\masks\3083.npy
..\dataset\tracks\3084.wav,..\dataset\masks\3084.npy
..\dataset\tracks\3085.wav,..\dataset\masks\3085.npy
..\dataset\tracks\3086.wav,..\dataset\masks\3086.npy
..\dataset\tracks\3087.wav,..\dataset\masks\3087.npy
..\dataset\tracks\3088.wav,..\dataset\masks\3088.npy
..\dataset\tracks\3089.wav,..\dataset\masks\3089.npy
..\dataset\tracks\309.wav,..\dataset\masks\309.npy
..\dataset\tracks\3090.wav,..\dataset\masks\3090.npy
..\dataset\tracks\3091.wav,..\dataset\masks\3091.npy
..\dataset\tracks\3092.wav,..\dataset\masks\3092.npy
..\dataset\tracks\3093.wav,..\dataset\masks\3093.npy
..\dataset\tracks\3094.wav,..\dataset\masks\3094.npy
..\dataset\tracks\3095.wav,..\dataset\masks\3095.npy
..\dataset\tracks\3096.wav,..\dataset\masks\3096.npy
..\dataset\tracks\3097.wav,..\dataset\masks\3097.npy
..\dataset\tracks\3098.wav,..\dataset\masks\3098.npy
..\dataset\tracks\3099.wav,..\dataset\masks\3099.npy
..\dataset\tracks\31.wav,..\dataset\masks\31.npy
..\dataset\tracks\310.wav,..\dataset\masks\310.npy
..\dataset\tracks\3100.wav,..\dataset\masks\3100.npy
..\dataset\tracks\3101.wav,..\dataset\masks\3101.npy
..\dataset\tracks\3102.wav,..\dataset\masks\3102.npy
..\dataset\tracks\3103.wav,..\dataset\masks\3103.npy
..\dataset\tracks\3104.wav,..\dataset\masks\3104.npy
..\dataset\tracks\3105.wav,..\dataset\masks\3105.npy
..\dataset\tracks\3106.wav,..\dataset\masks\3106.npy
..\dataset\tracks\3107.wav,..\dataset\masks\3107.npy
..\dataset\tracks\3108.wav,..\dataset\masks\3108.npy
..\dataset\tracks\3109.wav,..\dataset\masks\3109.npy
..\dataset\tracks\311.wav,..\dataset\masks\311.npy
..\dataset\tracks\3110.wav,..\dataset\masks\3110.npy
..\dataset\tracks\3111.wav,..\dataset\masks\3111.npy
..\dataset\tracks\3112.wav,..\dataset\masks\3112.npy
..\dataset\tracks\3113.wav,..\dataset\masks\3113.npy
..\dataset\tracks\3114.wav,..\dataset\masks\3114.npy
..\dataset\tracks\3115.wav,..\dataset\masks\3115.npy
..\dataset\tracks\3116.wav,..\dataset\masks\3116.npy
..\dataset\tracks\3117.wav,..\dataset\masks\3117.npy
..\dataset\tracks\3118.wav,..\dataset\masks\3118.npy
..\dataset\tracks\3119.wav,..\dataset\masks\3119.npy
..\dataset\tracks\312.wav,..\dataset\masks\312.npy
..\dataset\tracks\3120.wav,..\dataset\masks\3120.npy
..\dataset\tracks\3121.wav,..\dataset\masks\3121.npy
..\dataset\tracks\3122.wav,..\dataset\masks\3122.npy
..\dataset\tracks\3123.wav,..\dataset\masks\3123.npy
..\dataset\tracks\3124.wav,..\dataset\masks\3124.npy
..\dataset\tracks\3125.wav,..\dataset\masks\3125.npy
..\dataset\tracks\3126.wav,..\dataset\masks\3126.npy
..\dataset\tracks\3127.wav,..\dataset\masks\3127.npy
..\dataset\tracks\3128.wav,..\dataset\masks\3128.npy
..\dataset\tracks\3129.wav,..\dataset\masks\3129.npy
..\dataset\tracks\313.wav,..\dataset\masks\313.npy
..\dataset\tracks\3130.wav,..\dataset\masks\3130.npy
..\dataset\tracks\3131.wav,..\dataset\masks\3131.npy
..\dataset\tracks\3132.wav,..\dataset\masks\3132.npy
..\dataset\tracks\3133.wav,..\dataset\masks\3133.npy
..\dataset\tracks\3134.wav,..\dataset\masks\3134.npy
..\dataset\tracks\3135.wav,..\dataset\masks\3135.npy
..\dataset\tracks\3136.wav,..\dataset\masks\3136.npy
..\dataset\tracks\3137.wav,..\dataset\masks\3137.npy
..\dataset\tracks\3138.wav,..\dataset\masks\3138.npy
..\dataset\tracks\3139.wav,..\dataset\masks\3139.npy
..\dataset\tracks\314.wav,..\dataset\masks\314.npy
..\dataset\tracks\3140.wav,..\dataset\masks\3140.npy
..\dataset\tracks\3141.wav,..\dataset\masks\3141.npy
..\dataset\tracks\3142.wav,..\dataset\masks\3142.npy
..\dataset\tracks\3143.wav,..\dataset\masks\3143.npy
..\dataset\tracks\3144.wav,..\dataset\masks\3144.npy
..\dataset\tracks\3145.wav,..\dataset\masks\3145.npy
..\dataset\tracks\3146.wav,..\dataset\masks\3146.npy
..\dataset\tracks\3147.wav,..\dataset\masks\3147.npy
..\dataset\tracks\3148.wav,..\dataset\masks\3148.npy
..\dataset\tracks\3149.wav,..\dataset\masks\3149.npy
..\dataset\tracks\315.wav,..\dataset\masks\315.npy
..\dataset\tracks\3150.wav,..\dataset\masks\3150.npy
..\dataset\tracks\3151.wav,..\dataset\masks\3151.npy
..\dataset\tracks\3152.wav,..\dataset\masks\3152.npy
..\dataset\tracks\3153.wav,..\dataset\masks\3153.npy
..\dataset\tracks\3154.wav,..\dataset\masks\3154.npy
..\dataset\tracks\3155.wav,..\dataset\masks\3155.npy
..\dataset\tracks\3156.wav,..\dataset\masks\3156.npy
..\dataset\tracks\3157.wav,..\dataset\masks\3157.npy
..\dataset\tracks\3158.wav,..\dataset\masks\3158.npy
..\dataset\tracks\3159.wav,..\dataset\masks\3159.npy
..\dataset\tracks\316.wav,..\dataset\masks\316.npy
..\dataset\tracks\3160.wav,..\dataset\masks\3160.npy
..\dataset\tracks\3161.wav,..\dataset\masks\3161.npy
..\dataset\tracks\3162.wav,..\dataset\masks\3162.npy
..\dataset\tracks\3163.wav,..\dataset\masks\3163.npy
..\dataset\tracks\3164.wav,..\dataset\masks\3164.npy
..\dataset\tracks\3165.wav,..\dataset\masks\3165.npy
..\dataset\tracks\3166.wav,..\dataset\masks\3166.npy
..\dataset\tracks\3167.wav,..\dataset\masks\3167.npy
..\dataset\tracks\3168.wav,..\dataset\masks\3168.npy
..\dataset\tracks\3169.wav,..\dataset\masks\3169.npy
..\dataset\tracks\317.wav,..\dataset\masks\317.npy
..\dataset\tracks\3170.wav,..\dataset\masks\3170.npy
..\dataset\tracks\3171.wav,..\dataset\masks\3171.npy
..\dataset\tracks\3172.wav,..\dataset\masks\3172.npy
..\dataset\tracks\3173.wav,..\dataset\masks\3173.npy
..\dataset\tracks\3174.wav,..\dataset\masks\3174.npy
..\dataset\tracks\3175.wav,..\dataset\masks\3175.npy
..\dataset\tracks\3176.wav,..\dataset\masks\3176.npy
..\dataset\tracks\3177.wav,..\dataset\masks\3177.npy
..\dataset\tracks\3178.wav,..\dataset\masks\3178.npy
..\dataset\tracks\3179.wav,..\dataset\masks\3179.npy
..\dataset\tracks\318.wav,..\dataset\masks\318.npy
..\dataset\tracks\3180.wav,..\dataset\masks\3180.npy
..\dataset\tracks\3181.wav,..\dataset\masks\3181.npy
..\dataset\tracks\3182.wav,..\dataset\masks\3182.npy
..\dataset\tracks\3183.wav,..\dataset\masks\3183.npy
..\dataset\tracks\3184.wav,..\dataset\masks\3184.npy
..\dataset\tracks\3185.wav,..\dataset\masks\3185.npy
..\dataset\tracks\3186.wav,..\dataset\masks\3186.npy
..\dataset\tracks\3187.wav,..\dataset\masks\3187.npy
..\dataset\tracks\3188.wav,..\dataset\masks\3188.npy
..\dataset\tracks\3189.wav,..\dataset\masks\3189.npy
..\dataset\tracks\319.wav,..\dataset\masks\319.npy
..\dataset\tracks\3190.wav,..\dataset\masks\3190.npy
..\dataset\tracks\3191.wav,..\dataset\masks\3191.npy
..\dataset\tracks\3192.wav,..\dataset\masks\3192.npy
..\dataset\tracks\3193.wav,..\dataset\masks\3193.npy
..\dataset\tracks\3194.wav,..\dataset\masks\3194.npy
..\dataset\tracks\3195.wav,..\dataset\masks\3195.npy
..\dataset\tracks\3196.wav,..\dataset\masks\3196.npy
..\dataset\tracks\3197.wav,..\dataset\masks\3197.npy
..\dataset\tracks\3198.wav,..\dataset\masks\3198.npy
..\dataset\tracks\3199.wav,..\dataset\masks\3199.npy
..\dataset\tracks\32.wav,..\dataset\masks\32.npy
..\dataset\tracks\320.wav,..\dataset\masks\320.npy
..\dataset\tracks\3200.wav,..\dataset\masks\3200.npy
..\dataset\tracks\3201.wav,..\dataset\masks\3201.npy
..\dataset\tracks\3202.wav,..\dataset\masks\3202.npy
..\dataset\tracks\3203.wav,..\dataset\masks\3203.npy
..\dataset\tracks\3204.wav,..\dataset\masks\3204.npy
..\dataset\tracks\3205.wav,..\dataset\masks\3205.npy
..\dataset\tracks\3206.wav,..\dataset\masks\3206.npy
..\dataset\tracks\3207.wav,..\dataset\masks\3207.npy
..\dataset\tracks\3208.wav,..\dataset\masks\3208.npy
..\dataset\tracks\3209.wav,..\dataset\masks\3209.npy
..\dataset\tracks\321.wav,..\dataset\masks\321.npy
..\dataset\tracks\3210.wav,..\dataset\masks\3210.npy
..\dataset\tracks\3211.wav,..\dataset\masks\3211.npy
..\dataset\tracks\3212.wav,..\dataset\masks\3212.npy
..\dataset\tracks\3213.wav,..\dataset\masks\3213.npy
..\dataset\tracks\3214.wav,..\dataset\masks\3214.npy
..\dataset\tracks\3215.wav,..\dataset\masks\3215.npy
..\dataset\tracks\3216.wav,..\dataset\masks\3216.npy
..\dataset\tracks\3217.wav,..\dataset\masks\3217.npy
..\dataset\tracks\3218.wav,..\dataset\masks\3218.npy
..\dataset\tracks\3219.wav,..\dataset\masks\3219.npy
..\dataset\tracks\322.wav,..\dataset\masks\322.npy
..\dataset\tracks\3220.wav,..\dataset\masks\3220.npy
..\dataset\tracks\3221.wav,..\dataset\masks\3221.npy
..\dataset\tracks\3222.wav,..\dataset\masks\3222.npy
..\dataset\tracks\3223.wav,..\dataset\masks\3223.npy
..\dataset\tracks\3224.wav,..\dataset\masks\3224.npy
..\dataset\tracks\3225.wav,..\dataset\masks\3225.npy
..\dataset\tracks\3226.wav,..\dataset\masks\3226.npy
..\dataset\tracks\3227.wav,..\dataset\masks\3227.npy
..\dataset\tracks\3228.wav,..\dataset\masks\3228.npy
..\dataset\tracks\3229.wav,..\dataset\masks\3229.npy
..\dataset\tracks\323.wav,..\dataset\masks\323.npy
..\dataset\tracks\3230.wav,..\dataset\masks\3230.npy
..\dataset\tracks\3231.wav,..\dataset\masks\3231.npy
..\dataset\tracks\3232.wav,..\dataset\masks\3232.npy
..\dataset\tracks\3233.wav,..\dataset\masks\3233.npy
..\dataset\tracks\3234.wav,..\dataset\masks\3234.npy
..\dataset\tracks\3235.wav,..\dataset\masks\3235.npy
..\dataset\tracks\3236.wav,..\dataset\masks\3236.npy
..\dataset\tracks\3237.wav,..\dataset\masks\3237.npy
..\dataset\tracks\3238.wav,..\dataset\masks\3238.npy
..\dataset\tracks\3239.wav,..\dataset\masks\3239.npy
..\dataset\tracks\324.wav,..\dataset\masks\324.npy
..\dataset\tracks\3240.wav,..\dataset\masks\3240.npy
..\dataset\tracks\3241.wav,..\dataset\masks\3241.npy
..\dataset\tracks\3242.wav,..\dataset\masks\3242.npy
..\dataset\tracks\3243.wav,..\dataset\masks\3243.npy
..\dataset\tracks\3244.wav,..\dataset\masks\3244.npy
..\dataset\tracks\3245.wav,..\dataset\masks\3245.npy
..\dataset\tracks\3246.wav,..\dataset\masks\3246.npy
..\dataset\tracks\3247.wav,..\dataset\masks\3247.npy
..\dataset\tracks\3248.wav,..\dataset\masks\3248.npy
..\dataset\tracks\3249.wav,..\dataset\masks\3249.npy
..\dataset\tracks\325.wav,..\dataset\masks\325.npy
..\dataset\tracks\3250.wav,..\dataset\masks\3250.npy
..\dataset\tracks\3251.wav,..\dataset\masks\3251.npy
..\dataset\tracks\3252.wav,..\dataset\masks\3252.npy
..\dataset\tracks\3253.wav,..\dataset\masks\3253.npy
..\dataset\tracks\3254.wav,..\dataset\masks\3254.npy
..\dataset\tracks\3255.wav,..\dataset\masks\3255.npy
..\dataset\tracks\3256.wav,..\dataset\masks\3256.npy
..\dataset\tracks\3257.wav,..\dataset\masks\3257.npy
..\dataset\tracks\3258.wav,..\dataset\masks\3258.npy
..\dataset\tracks\3259.wav,..\dataset\masks\3259.npy
..\dataset\tracks\326.wav,..\dataset\masks\326.npy
..\dataset\tracks\3260.wav,..\dataset\masks\3260.npy
..\dataset\tracks\3261.wav,..\dataset\masks\3261.npy
..\dataset\tracks\3262.wav,..\dataset\masks\3262.npy
..\dataset\tracks\3263.wav,..\dataset\masks\3263.npy
..\dataset\tracks\3264.wav,..\dataset\masks\3264.npy
..\dataset\tracks\3265.wav,..\dataset\masks\3265.npy
..\dataset\tracks\3266.wav,..\dataset\masks\3266.npy
..\dataset\tracks\3267.wav,..\dataset\masks\3267.npy
..\dataset\tracks\3268.wav,..\dataset\masks\3268.npy
..\dataset\tracks\3269.wav,..\dataset\masks\3269.npy
..\dataset\tracks\327.wav,..\dataset\masks\327.npy
..\dataset\tracks\3270.wav,..\dataset\masks\3270.npy
..\dataset\tracks\3271.wav,..\dataset\masks\3271.npy
..\dataset\tracks\3272.wav,..\dataset\masks\3272.npy
..\dataset\tracks\3273.wav,..\dataset\masks\3273.npy
..\dataset\tracks\3274.wav,..\dataset\masks\3274.npy
..\dataset\tracks\3275.wav,..\dataset\masks\3275.npy
..\dataset\tracks\3276.wav,..\dataset\masks\3276.npy
..\dataset\tracks\3277.wav,..\dataset\masks\3277.npy
..\dataset\tracks\3278.wav,..\dataset\masks\3278.npy
..\dataset\tracks\3279.wav,..\dataset\masks\3279.npy
..\dataset\tracks\328.wav,..\dataset\masks\328.npy
..\dataset\tracks\3280.wav,..\dataset\masks\3280.npy
..\dataset\tracks\3281.wav,..\dataset\masks\3281.npy
..\dataset\tracks\3282.wav,..\dataset\masks\3282.npy
..\dataset\tracks\3283.wav,..\dataset\masks\3283.npy
..\dataset\tracks\3284.wav,..\dataset\masks\3284.npy
..\dataset\tracks\3285.wav,..\dataset\masks\3285.npy
..\dataset\tracks\3286.wav,..\dataset\masks\3286.npy
..\dataset\tracks\3287.wav,..\dataset\masks\3287.npy
..\dataset\tracks\3288.wav,..\dataset\masks\3288.npy
..\dataset\tracks\3289.wav,..\dataset\masks\3289.npy
..\dataset\tracks\329.wav,..\dataset\masks\329.npy
..\dataset\tracks\3290.wav,..\dataset\masks\3290.npy
..\dataset\tracks\3291.wav,..\dataset\masks\3291.npy
..\dataset\tracks\3292.wav,..\dataset\masks\3292.npy
..\dataset\tracks\3293.wav,..\dataset\masks\3293.npy
..\dataset\tracks\3294.wav,..\dataset\masks\3294.npy
..\dataset\tracks\3295.wav,..\dataset\masks\3295.npy
..\dataset\tracks\3296.wav,..\dataset\masks\3296.npy
..\dataset\tracks\3297.wav,..\dataset\masks\3297.npy
..\dataset\tracks\3298.wav,..\dataset\masks\3298.npy
..\dataset\tracks\3299.wav,..\dataset\masks\3299.npy
..\dataset\tracks\33.wav,..\dataset\masks\33.npy
..\dataset\tracks\330.wav,..\dataset\masks\330.npy
..\dataset\tracks\3300.wav,..\dataset\masks\3300.npy
..\dataset\tracks\3301.wav,..\dataset\masks\3301.npy
..\dataset\tracks\3302.wav,..\dataset\masks\3302.npy
..\dataset\tracks\3303.wav,..\dataset\masks\3303.npy
..\dataset\tracks\3304.wav,..\dataset\masks\3304.npy
..\dataset\tracks\3305.wav,..\dataset\masks\3305.npy
..\dataset\tracks\3306.wav,..\dataset\masks\3306.npy
..\dataset\tracks\3307.wav,..\dataset\masks\3307.npy
..\dataset\tracks\3308.wav,..\dataset\masks\3308.npy
..\dataset\tracks\3309.wav,..\dataset\masks\3309.npy
..\dataset\tracks\331.wav,..\dataset\masks\331.npy
..\dataset\tracks\3310.wav,..\dataset\masks\3310.npy
..\dataset\tracks\3311.wav,..\dataset\masks\3311.npy
..\dataset\tracks\3312.wav,..\dataset\masks\3312.npy
..\dataset\tracks\3313.wav,..\dataset\masks\3313.npy
..\dataset\tracks\3314.wav,..\dataset\masks\3314.npy
..\dataset\tracks\3315.wav,..\dataset\masks\3315.npy
..\dataset\tracks\3316.wav,..\dataset\masks\3316.npy
..\dataset\tracks\3317.wav,..\dataset\masks\3317.npy
..\dataset\tracks\3318.wav,..\dataset\masks\3318.npy
..\dataset\tracks\3319.wav,..\dataset\masks\3319.npy
..\dataset\tracks\332.wav,..\dataset\masks\332.npy
..\dataset\tracks\3320.wav,..\dataset\masks\3320.npy
..\dataset\tracks\3321.wav,..\dataset\masks\3321.npy
..\dataset\tracks\3322.wav,..\dataset\masks\3322.npy
..\dataset\tracks\3323.wav,..\dataset\masks\3323.npy
..\dataset\tracks\3324.wav,..\dataset\masks\3324.npy
..\dataset\tracks\3325.wav,..\dataset\masks\3325.npy
..\dataset\tracks\3326.wav,..\dataset\masks\3326.npy
..\dataset\tracks\3327.wav,..\dataset\masks\3327.npy
..\dataset\tracks\3328.wav,..\dataset\masks\3328.npy
..\dataset\tracks\3329.wav,..\dataset\masks\3329.npy
..\dataset\tracks\333.wav,..\dataset\masks\333.npy
..\dataset\tracks\3330.wav,..\dataset\masks\3330.npy
..\dataset\tracks\3331.wav,..\dataset\masks\3331.npy
..\dataset\tracks\3332.wav,..\dataset\masks\3332.npy
..\dataset\tracks\3333.wav,..\dataset\masks\3333.npy
..\dataset\tracks\3334.wav,..\dataset\masks\3334.npy
..\dataset\tracks\3335.wav,..\dataset\masks\3335.npy
..\dataset\tracks\3336.wav,..\dataset\masks\3336.npy
..\dataset\tracks\3337.wav,..\dataset\masks\3337.npy
..\dataset\tracks\3338.wav,..\dataset\masks\3338.npy
..\dataset\tracks\3339.wav,..\dataset\masks\3339.npy
..\dataset\tracks\334.wav,..\dataset\masks\334.npy
..\dataset\tracks\3340.wav,..\dataset\masks\3340.npy
..\dataset\tracks\3341.wav,..\dataset\masks\3341.npy
..\dataset\tracks\3342.wav,..\dataset\masks\3342.npy
..\dataset\tracks\3343.wav,..\dataset\masks\3343.npy
..\dataset\tracks\3344.wav,..\dataset\masks\3344.npy
..\dataset\tracks\3345.wav,..\dataset\masks\3345.npy
..\dataset\tracks\3346.wav,..\dataset\masks\3346.npy
..\dataset\tracks\3347.wav,..\dataset\masks\3347.npy
..\dataset\tracks\3348.wav,..\dataset\masks\3348.npy
..\dataset\tracks\3349.wav,..\dataset\masks\3349.npy
..\dataset\tracks\335.wav,..\dataset\masks\335.npy
..\dataset\tracks\3350.wav,..\dataset\masks\3350.npy
..\dataset\tracks\3351.wav,..\dataset\masks\3351.npy
..\dataset\tracks\3352.wav,..\dataset\masks\3352.npy
..\dataset\tracks\3353.wav,..\dataset\masks\3353.npy
..\dataset\tracks\3354.wav,..\dataset\masks\3354.npy
..\dataset\tracks\3355.wav,..\dataset\masks\3355.npy
..\dataset\tracks\3356.wav,..\dataset\masks\3356.npy
..\dataset\tracks\3357.wav,..\dataset\masks\3357.npy
..\dataset\tracks\3358.wav,..\dataset\masks\3358.npy
..\dataset\tracks\3359.wav,..\dataset\masks\3359.npy
..\dataset\tracks\336.wav,..\dataset\masks\336.npy
..\dataset\tracks\3360.wav,..\dataset\masks\3360.npy
..\dataset\tracks\3361.wav,..\dataset\masks\3361.npy
..\dataset\tracks\3362.wav,..\dataset\masks\3362.npy
..\dataset\tracks\3363.wav,..\dataset\masks\3363.npy
..\dataset\tracks\3364.wav,..\dataset\masks\3364.npy
..\dataset\tracks\3365.wav,..\dataset\masks\3365.npy
..\dataset\tracks\3366.wav,..\dataset\masks\3366.npy
..\dataset\tracks\3367.wav,..\dataset\masks\3367.npy
..\dataset\tracks\3368.wav,..\dataset\masks\3368.npy
